NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
NCS1	1	NCS1	
KLHL42	1	KLHL42	
ABCA5	1	ABCA5	
TOMM70	1	TOMM70	
ARFGAP2	1	ARFGAP2	
RTN4RL1	1	RTN4RL1	
MTPN	1	MTPN	
MGA	1	MGA	
ZBTB26	1	ZBTB26	
FNTB	1	FNTB	
IMMT	1	IMMT	
SOX6	1	SOX6	
ZSCAN21	1	ZSCAN21	
CLCN3	1	CLCN3	
JMJD7	1	JMJD7	
PSMC3	1	PSMC3	
SOX21-AS1	1	SOX21-AS1	
AKTIP	1	AKTIP	
NDUFB10	1	NDUFB10	
NRXN2	1	NRXN2	
CUL7	1	CUL7	
CDK5R2	1	CDK5R2	
EHD1	1	EHD1	
C12orf29	1	C12orf29	
GMPR2	1	GMPR2	
ACAD9	1	ACAD9	
YWHAB	1	YWHAB	
ZCCHC17	1	ZCCHC17	
TCEAL7	1	TCEAL7	
SPTLC2	1	SPTLC2	
ATM	1	ATM	
KCNS3	1	KCNS3	
PNPO	1	PNPO	
ZNF607	1	ZNF607	
PDK3	1	PDK3	
SF3B3	1	SF3B3	
MIR4453HG	1	MIR4453HG	
CD27	1	CD27	
ACOT2	1	ACOT2	
UCHL5	1	UCHL5	
OPCML	1	OPCML	
BTN3A3	1	BTN3A3	
KTN1	1	KTN1	
RBFOX2	1	RBFOX2	
RPAP3	1	RPAP3	
UBE2K	1	UBE2K	
SETD6	1	SETD6	
ZNF19	1	ZNF19	
TUT7	1	TUT7	
ZNF771	1	ZNF771	
SNX24	1	SNX24	
ULK3	1	ULK3	
FBXO9	1	FBXO9	
GRIN1	1	GRIN1	
FAM200B	1	FAM200B	
MAPT-AS1	1	MAPT-AS1	
AKAP10	1	AKAP10	
MAST4	1	MAST4	
UNC13A	1	UNC13A	
MPHOSPH8	1	MPHOSPH8	
TP53BP1	1	TP53BP1	
NQO1	1	NQO1	
NADK2	1	NADK2	
ACTR2	1	ACTR2	
LRRC40	1	LRRC40	
ZNF585B	1	ZNF585B	
KRT222	1	KRT222	
CA3-AS1	1	CA3-AS1	
B3GALT6	1	B3GALT6	
DCBLD1	1	DCBLD1	
SEPTIN6	1	SEPTIN6	
PDCD4	1	PDCD4	
ZNF454	1	ZNF454	
AHDC1	1	AHDC1	
POLR1D	1	POLR1D	
HADH	1	HADH	
TSC22D2	1	TSC22D2	
ZKSCAN8	1	ZKSCAN8	
IGDCC3	1	IGDCC3	
SMAP2	1	SMAP2	
NDUFS4	1	NDUFS4	
AFF3	1	AFF3	
MIPOL1	1	MIPOL1	
VXN	1	VXN	
LARP1B	1	LARP1B	
TCEAL2	1	TCEAL2	
MRPL12	1	MRPL12	
PIRT	1	PIRT	
LAT2	1	LAT2	
RNLS	1	RNLS	
TMEM203	1	TMEM203	
HAGH	1	HAGH	
IER5L	1	IER5L	
SCD	1	SCD	
MYO9A	1	MYO9A	
MBOAT2	1	MBOAT2	
ACO2	1	ACO2	
EIF2AK4	1	EIF2AK4	
C11orf98	1	C11orf98	
CCR10	1	CCR10	
GAS6	1	GAS6	
ORC5	1	ORC5	
APOLD1	1	APOLD1	
MAP2	1	MAP2	
BPNT2	1	IMPAD1	
LINC01089	1	LINC01089	
ARL8B	1	ARL8B	
MAL2	1	MAL2	
NKAIN4	1	NKAIN4	
NPEPPS	1	NPEPPS	
SPDL1	1	SPDL1	
LRATD1	1	LRATD1	
EIF4E	1	EIF4E	
YOD1	1	YOD1	
RPUSD1	1	RPUSD1	
RPUSD2	1	RPUSD2	
TARS3	1	TARSL2	
PES1	1	PES1	
GDI2	1	GDI2	
DNAJB9	1	DNAJB9	
OLMALINC	1	OLMALINC	
PALS2	1	MPP6	
GOLPH3L	1	GOLPH3L	
CORO1A	1	CORO1A	
PLPPR4	1	PLPPR4	
SYNRG	1	SYNRG	
HEMK1	1	HEMK1	
MAP9	1	MAP9	
DDX23	1	DDX23	
ZCCHC12	1	ZCCHC12	
TMSB4X	1	TMSB4X	
UEVLD	1	UEVLD	
GCK	1	GCK	
PRKCD	1	PRKCD	
MACF1	1	MACF1	
GLG1	1	GLG1	
TENT4B	1	TENT4B	
ACTR10	1	ACTR10	
GSPT2	1	GSPT2	
GJC2	1	GJC2	
GALNT18	1	GALNT18	
ATG101	1	ATG101	
BTG1	1	BTG1	
CMYA5	1	CMYA5	
DIS3L	1	DIS3L	
CDIPT	1	CDIPT	
GMPPB	1	GMPPB	
BYSL	1	BYSL	
BOK	1	BOK	
CPT1B	1	CPT1B	
SYNPR	1	SYNPR	
RAB5B	1	RAB5B	
TTC1	1	TTC1	
CDK5RAP2	1	CDK5RAP2	
KIFAP3	1	KIFAP3	
C9orf72	1	C9orf72	
DAGLB	1	DAGLB	
CCSER2	1	CCSER2	
SLC66A3	1	SLC66A3	
MED31	1	MED31	
CELF3	1	CELF3	
ZNF496	1	ZNF496	
CFL2	1	CFL2	
PEX26	1	PEX26	
ARHGEF37	1	ARHGEF37	
BZW2	1	BZW2	
ALG12	1	ALG12	
RAD51C	1	RAD51C	
SLC9A1	1	SLC9A1	
TKT	1	TKT	
ZNF419	1	ZNF419	
WAC	1	WAC	
CADM2	1	CADM2	
CBX5	1	CBX5	
STMN2	1	STMN2	
ADAM32	1	ADAM32	
WWP1	1	WWP1	
SCN3A	1	SCN3A	
FGFR1OP2	1	FGFR1OP2	
KLC2	1	KLC2	
SUCLA2	1	SUCLA2	
MYLK4	1	MYLK4	
EFTUD2	1	EFTUD2	
SVIP	1	SVIP	
PJA1	1	PJA1	
TP53	1	TP53	
TUT1	1	TUT1	
TAFA2	1	TAFA2	
VTA1	1	VTA1	
TNS3	1	TNS3	
SMIM19	1	SMIM19	
GMDS-DT	1	GMDS-DT	
ZNF438	1	ZNF438	
MACROH2A1	1	H2AFY	
MRFAP1L1	1	MRFAP1L1	
COPS4	1	COPS4	
CSTF2	1	CSTF2	
OTUD6B	1	OTUD6B	
CCDC88A	1	CCDC88A	
CAB39	1	CAB39	
CCDC115	1	CCDC115	
LMF1	1	LMF1	
C1orf50	1	C1orf50	
HDHD5	1	HDHD5	
ZNF581	1	ZNF581	
HMCES	1	HMCES	
ZCCHC24	1	ZCCHC24	
ZNF10	1	ZNF10	
ZNF346	1	ZNF346	
MIB1	1	MIB1	
ATP8A2	1	ATP8A2	
RABGAP1	1	RABGAP1	
ERBIN	1	ERBIN	
ARMCX4	1	ARMCX4	
HPS4	1	HPS4	
HDHD2	1	HDHD2	
FAM219B	1	FAM219B	
ENTR1	1	ENTR1	
CSPG4	1	CSPG4	
SPIN4	1	SPIN4	
NOPCHAP1	1	C12orf45	
JAM3	1	JAM3	
OGFOD1	1	OGFOD1	
UTP23	1	UTP23	
STK3	1	STK3	
TUBG1	1	TUBG1	
MPP2	1	MPP2	
SEC62	1	SEC62	
RBM33	1	RBM33	
GLT8D2	1	GLT8D2	
HEIH	1	HEIH	
TNFSF13B	1	TNFSF13B	
CD151	1	CD151	
TTC3	1	TTC3	
SNHG22	1	SNHG22	
XYLB	1	XYLB	
NDUFB1	1	NDUFB1	
NDUFV2	1	NDUFV2	
SLC22A3	1	SLC22A3	
HOOK1	1	HOOK1	
SIRT3	1	SIRT3	
DDX49	1	DDX49	
CADPS	1	CADPS	
CRAMP1	1	CRAMP1	
RNF135	1	RNF135	
LRRC47	1	LRRC47	
COQ2	1	COQ2	
RAI1	1	RAI1	
MICOS10	1	MICOS10	
GABRA5	1	GABRA5	
EHMT1	1	EHMT1	
SNRNP48	1	SNRNP48	
SKIC3	1	TTC37	
ZBTB11	1	ZBTB11	
COX5A	1	COX5A	
DST	1	DST	
XKR9	1	XKR9	
LPAR2	1	LPAR2	
KCNAB1	1	KCNAB1	
CD27-AS1	1	CD27-AS1	
TARBP1	1	TARBP1	
SLC25A6	1	SLC25A6	
THAP4	1	THAP4	
ZBTB47	1	ZBTB47	
IMP4	1	IMP4	
FCGR3A	1	FCGR3A	
TMEM65	1	TMEM65	
SPIN1	1	SPIN1	
TMEM141	1	TMEM141	
ASCC3	1	ASCC3	
NGEF	1	NGEF	
TRIM58	1	TRIM58	
TIRAP	1	TIRAP	
HNRNPLL	1	HNRNPLL	
PSMD3	1	PSMD3	
PPL	1	PPL	
LIAS	1	LIAS	
IGHMBP2	1	IGHMBP2	
ANAPC7	1	ANAPC7	
ETV1	1	ETV1	
PRPF19	1	PRPF19	
BCAS4	1	BCAS4	
STMN3	1	STMN3	
MSH3	1	MSH3	
KCNMB3	1	KCNMB3	
YJU2	1	YJU2	
TTC5	1	TTC5	
DPY19L4	1	DPY19L4	
CAMTA1	1	CAMTA1	
LIPT1	1	LIPT1	
TRAPPC13	1	TRAPPC13	
GPR89A	1	GPR89A	
ZNF865	1	ZNF865	
ATP5F1A	1	ATP5F1A	
ANKRD36B	1	ANKRD36B	
KIF5C	1	KIF5C	
BRAP	1	BRAP	
GPR101	1	GPR101	
RANBP3	1	RANBP3	
BLZF1	1	BLZF1	
CCDC13	1	CCDC13	
OSBPL6	1	OSBPL6	
CLDN12	1	CLDN12	
ADNP	1	ADNP	
IL13RA1	1	IL13RA1	
WDR11-DT	1	WDR11-AS1	
ANKMY2	1	ANKMY2	
ARPC4	1	ARPC4	
CPLANE1	1	CPLANE1	
PPP1R14B-AS1	1	PPP1R14B-AS1	
RNFT1	1	RNFT1	
RAB3A	1	RAB3A	
TRO	1	TRO	
EPC2	1	EPC2	
VAT1	1	VAT1	
RSKR	1	RSKR	
MRTO4	1	MRTO4	
CALM2	1	CALM2	
WBP2	1	WBP2	
SLC7A8	1	SLC7A8	
TAOK1	1	TAOK1	
AHCY	1	AHCY	
PTPRE	1	PTPRE	
NAGPA	1	NAGPA	
MAP4	1	MAP4	
PRTG	1	PRTG	
EXOC3	1	EXOC3	
PFDN1	1	PFDN1	
FASTK	1	FASTK	
PTCD3	1	PTCD3	
FBXO41	1	FBXO41	
MRPL50	1	MRPL50	
ECD	1	ECD	
LAPTM5	1	LAPTM5	
EPM2A	1	EPM2A	
MDH1	1	MDH1	
MOCS3	1	MOCS3	
GBF1	1	GBF1	
AGO2	1	AGO2	
BTN3A1	1	BTN3A1	
DYRK1A	1	DYRK1A	
CBLL1	1	CBLL1	
NOP2	1	NOP2	
NR1I2	1	NR1I2	
SBK1	1	SBK1	
RSRC1	1	RSRC1	
MRPL52	1	MRPL52	
WDR83	1	WDR83	
RNF6	1	RNF6	
DIPK1B	1	DIPK1B	
BRF2	1	BRF2	
RALY-AS1	1	RALY-AS1	
CEP89	1	CEP89	
JKAMP	1	JKAMP	
HAP1	1	HAP1	
IPO9	1	IPO9	
RAB22A	1	RAB22A	
FDXR	1	FDXR	
MTLN	1	MTLN	
DEF8	1	DEF8	
ZNF471	1	ZNF471	
NAGK	1	NAGK	
NDRG4	1	NDRG4	
MAPK8IP3	1	MAPK8IP3	
STAG3	1	STAG3	
S1PR3	1	S1PR3	
ZCCHC3	1	ZCCHC3	
COLQ	1	COLQ	
ZMYM1	1	ZMYM1	
PALM3	1	PALM3	
ABCA3	1	ABCA3	
SIGIRR	1	SIGIRR	
PRKAR1B	1	PRKAR1B	
RNF41	1	RNF41	
CCS	1	CCS	
HMBS	1	HMBS	
CDADC1	1	CDADC1	
PTCD1	1	PTCD1	
MANEAL	1	MANEAL	
ASGR1	1	ASGR1	
TOX3	1	TOX3	
FRMPD4	1	FRMPD4	
BCAP31	1	BCAP31	
PDHX	1	PDHX	
ABRAXAS2	1	ABRAXAS2	
PDCD6IP	1	PDCD6IP	
KCNIP4	1	KCNIP4	
TBC1D30	1	TBC1D30	
PRDM4	1	PRDM4	
PEDS1	1	TMEM189	
SUN2	1	SUN2	
DAPK3	1	DAPK3	
ABCD1	1	ABCD1	
PPP1R1C	1	PPP1R1C	
FUCA1	1	FUCA1	
GNAQ	1	GNAQ	
KIF13A	1	KIF13A	
ROCK2	1	ROCK2	
CTNNBIP1	1	CTNNBIP1	
ZDHHC21	1	ZDHHC21	
NFX1	1	NFX1	
CATSPER2	1	CATSPER2	
PHLPP2	1	PHLPP2	
KIF3A	1	KIF3A	
SLC29A3	1	SLC29A3	
ELAVL3	1	ELAVL3	
ILRUN	1	ILRUN	
TAFAZZIN	1	TAZ	
BNIP3	1	BNIP3	
DPYSL4	1	DPYSL4	
ESYT2	1	ESYT2	
SLC39A9	1	SLC39A9	
CBR3	1	CBR3	
POLR1A	1	POLR1A	
SYN1	1	SYN1	
HMX1	1	HMX1	
ME1	1	ME1	
MAZ	1	MAZ	
MMACHC	1	MMACHC	
PTTG1	1	PTTG1	
PPIG	1	PPIG	
CDK17	1	CDK17	
MGAT4A	1	MGAT4A	
PPP1R26	1	PPP1R26	
SETD7	1	SETD7	
PLBD2	1	PLBD2	
UBA3	1	UBA3	
ZNF74	1	ZNF74	
CENPH	1	CENPH	
FBXW11	1	FBXW11	
PPP2R2A	1	PPP2R2A	
RAPGEF6	1	RAPGEF6	
SRC	1	SRC	
ZDHHC8	1	ZDHHC8	
ATG4D	1	ATG4D	
MRPS17	1	MRPS17	
DNAJC12	1	DNAJC12	
OGA	1	OGA	
KDM1A	1	KDM1A	
CEP170	1	CEP170	
ZNF280D	1	ZNF280D	
TGFBI	1	TGFBI	
CHD5	1	CHD5	
CUL9	1	CUL9	
KLHL25	1	KLHL25	
ABR	1	ABR	
CPSF6	1	CPSF6	
CD2AP	1	CD2AP	
SYNJ2BP	1	SYNJ2BP	
TCEAL1	1	TCEAL1	
DYNC1LI2	1	DYNC1LI2	
RCN2	1	RCN2	
RNF150	1	RNF150	
SAMD15	1	SAMD15	
HACD4	1	HACD4	
PGD	1	PGD	
ALKBH1	1	ALKBH1	
CDC42SE2	1	CDC42SE2	
GPM6A	1	GPM6A	
UBQLN2	1	UBQLN2	
SAP30L	1	SAP30L	
DNAJC21	1	DNAJC21	
H2AZ1	1	H2AFZ	
CLUH	1	CLUH	
TBC1D4	1	TBC1D4	
SLC35G1	1	SLC35G1	
SMARCD3	1	SMARCD3	
BRD3	1	BRD3	
FRYL	1	FRYL	
CMTM5	1	CMTM5	
PLAAT5	1	PLAAT5	
MPHOSPH6	1	MPHOSPH6	
RALGPS1	1	RALGPS1	
ZNF768	1	ZNF768	
TMEM250	1	TMEM250	
MT-ND5	1	MT-ND5	
TNFRSF25	1	TNFRSF25	
TMEM184A	1	TMEM184A	
TOLLIP	1	TOLLIP	
PCNX3	1	PCNX3	
AK3	1	AK3	
ELP2	1	ELP2	
FAM76A	1	FAM76A	
PELP1	1	PELP1	
PHRF1	1	PHRF1	
ATP13A3-DT	1	LINC00884	
FAM50B	1	FAM50B	
GPR19	1	GPR19	
DBNDD2	1	DBNDD2	
SPG21	1	SPG21	
TOLLIP-DT	1	TOLLIP-AS1	
PARP6	1	PARP6	
EEF2KMT	1	EEF2KMT	
SLC4A3	1	SLC4A3	
UBR5	1	UBR5	
PUS3	1	PUS3	
GPRASP2	1	GPRASP2	
MOCS1	1	MOCS1	
PLA2G12A	1	PLA2G12A	
EPB41L4A-AS1	1	EPB41L4A-AS1	
MT-ND1	1	MT-ND1	
G0S2	1	G0S2	
ZNF853	1	ZNF853	
BIN1	1	BIN1	
ARID3A	1	ARID3A	
TUSC1	1	TUSC1	
NAT10	1	NAT10	
MRPL14	1	MRPL14	
UHRF2	1	UHRF2	
VPS45	1	VPS45	
CCZ1B	1	CCZ1B	
PADI2	1	PADI2	
TSC22D3	1	TSC22D3	
TVP23A	1	TVP23A	
TRIP11	1	TRIP11	
BICD2	1	BICD2	
RUFY1	1	RUFY1	
SLC31A1	1	SLC31A1	
RARG	1	RARG	
SUCLA2-AS1	1	SUCLA2-AS1	
GTF3C4	1	GTF3C4	
SNX19	1	SNX19	
FBXO31	1	FBXO31	
SMNDC1	1	SMNDC1	
HNRNPA1L2	1	HNRNPA1L2	
KIDINS220	1	KIDINS220	
KPNA3	1	KPNA3	
CYBB	1	CYBB	
KCNJ14	1	KCNJ14	
BEX3	1	BEX3	
TIMM17A	1	TIMM17A	
PEX19	1	PEX19	
PRPF18	1	PRPF18	
USP28	1	USP28	
GPR37	1	GPR37	
SLC25A32	1	SLC25A32	
MAP2K1	1	MAP2K1	
CHST10	1	CHST10	
PPCS	1	PPCS	
PPP1R11	1	PPP1R11	
ARFGAP1	1	ARFGAP1	
POLR2E	1	POLR2E	
IKBIP	1	IKBIP	
TMEM144	1	TMEM144	
DDX17	1	DDX17	
DSTN	1	DSTN	
SNAP29	1	SNAP29	
PIK3IP1	1	PIK3IP1	
NENF	1	NENF	
EXOC2	1	EXOC2	
CDK19	1	CDK19	
SMG6	1	SMG6	
DGKE	1	DGKE	
MFF	1	MFF	
KBTBD11	1	KBTBD11	
FILIP1	1	FILIP1	
CALCOCO2	1	CALCOCO2	
SLITRK2	1	SLITRK2	
ELAVL4	1	ELAVL4	
LIN9	1	LIN9	
MED12L	1	MED12L	
LMLN	1	LMLN	
CKAP5	1	CKAP5	
UCHL1	1	UCHL1	
RCOR1	1	RCOR1	
PIK3C2B	1	PIK3C2B	
TRANK1	1	TRANK1	
SC5D	1	SC5D	
MLLT11	1	MLLT11	
DENND1A	1	DENND1A	
IFT88	1	IFT88	
SLC25A44	1	SLC25A44	
BLOC1S2	1	BLOC1S2	
PLEKHF1	1	PLEKHF1	
CYB561	1	CYB561	
TCEAL6	1	TCEAL6	
IVNS1ABP	1	IVNS1ABP	
EIF4B	1	EIF4B	
MRPS21	1	MRPS21	
MON2	1	MON2	
KIAA1549	1	KIAA1549	
DLAT	1	DLAT	
ZNF528	1	ZNF528	
AP3B2	1	AP3B2	
TUBGCP3	1	TUBGCP3	
KIFC2	1	KIFC2	
PDCD11	1	PDCD11	
TMTC1	1	TMTC1	
C14orf132	1	C14orf132	
FAM168B	1	FAM168B	
PA2G4	1	PA2G4	
TOP1	1	TOP1	
PPM1H	1	PPM1H	
UBE4B	1	UBE4B	
PRDM2	1	PRDM2	
ZNF317	1	ZNF317	
ZC3H8	1	ZC3H8	
ELK1	1	ELK1	
FUT8	1	FUT8	
DTX4	1	DTX4	
HENMT1	1	HENMT1	
CRYGS	1	CRYGS	
TIMM8A	1	TIMM8A	
CRABP2	1	CRABP2	
HMGCS1	1	HMGCS1	
VPS26C	1	VPS26C	
NORAD	1	NORAD	
UNC5D	1	UNC5D	
GOLGA3	1	GOLGA3	
ZNF576	1	ZNF576	
PCYT1A	1	PCYT1A	
KIF1B	1	KIF1B	
LMF2	1	LMF2	
CISD2	1	CISD2	
ERI3	1	ERI3	
GDAP1L1	1	GDAP1L1	
CNOT1	1	CNOT1	
ACAD11	1	ACAD11	
ATP5MC3	1	ATP5MC3	
CHST5	1	CHST5	
CARMIL1	1	CARMIL1	
BTBD3	1	BTBD3	
INTU	1	INTU	
SNCA	1	SNCA	
GGA3	1	GGA3	
FAM114A2	1	FAM114A2	
LINC02175	1	LINC02175	
ZNF26	1	ZNF26	
TGFBR2	1	TGFBR2	
SLC25A46	1	SLC25A46	
IFIT5	1	IFIT5	
MEGF9	1	MEGF9	
TMEM115	1	TMEM115	
XPOT	1	XPOT	
NUDT1	1	NUDT1	
MICAL2	1	MICAL2	
PDIK1L	1	PDIK1L	
THBS2	1	THBS2	
NDFIP1	1	NDFIP1	
CSAD	1	CSAD	
NXPH1	1	NXPH1	
CEP63	1	CEP63	
PFN2	1	PFN2	
IL20RA	1	IL20RA	
PITHD1	1	PITHD1	
RFPL1S	1	RFPL1S	
KCNAB3	1	KCNAB3	
KMT2B	1	KMT2B	
CD47	1	CD47	
ZNF195	1	ZNF195	
DBT	1	DBT	
CHAF1B	1	CHAF1B	
UBL3	1	UBL3	
TIMM50	1	TIMM50	
SQLE	1	SQLE	
SRFBP1	1	SRFBP1	
USP33	1	USP33	
PCDH8	1	PCDH8	
MRPL30	1	MRPL30	
PGK1	1	PGK1	
APEH	1	APEH	
TAPBPL	1	TAPBPL	
PTGES2	1	PTGES2	
COA1	1	COA1	
MOB4	1	MOB4	
BTBD6	1	BTBD6	
HARBI1	1	HARBI1	
DACH2	1	DACH2	
RGS12	1	RGS12	
TUBA1A	1	TUBA1A	
SELENOH	1	SELENOH	
ACVR1B	1	ACVR1B	
TECPR1	1	TECPR1	
ALKBH6	1	ALKBH6	
GSAP	1	GSAP	
USP34	1	USP34	
MYL11	1	MYLPF	
USP24	1	USP24	
MINDY2	1	MINDY2	
NUDT6	1	NUDT6	
ACACA	1	ACACA	
ZNF202	1	ZNF202	
KPNA4	1	KPNA4	
CARNS1	1	CARNS1	
ANO4	1	ANO4	
RSL24D1	1	RSL24D1	
SULF1	1	SULF1	
TMEM44-AS1	1	TMEM44-AS1	
MEAF6	1	MEAF6	
CCDC144A	1	CCDC144A	
NCDN	1	NCDN	
SUFU	1	SUFU	
NCBP1	1	NCBP1	
DIAPH1	1	DIAPH1	
FBH1	1	FBH1	
CREBBP	1	CREBBP	
EXOSC9	1	EXOSC9	
CNNM3	1	CNNM3	
TPCN1	1	TPCN1	
USP46	1	USP46	
CNOT6L	1	CNOT6L	
WDFY1	1	WDFY1	
ETNK1	1	ETNK1	
BABAM1	1	BABAM1	
MEF2D	1	MEF2D	
CYP2E1	1	CYP2E1	
ITSN1	1	ITSN1	
MAP6D1	1	MAP6D1	
CCDC167	1	CCDC167	
CHMP2B	1	CHMP2B	
KMT5B	1	KMT5B	
ZNF277	1	ZNF277	
HOOK3	1	HOOK3	
TSPAN5	1	TSPAN5	
TADA3	1	TADA3	
STK35	1	STK35	
EPOR	1	EPOR	
PSME3	1	PSME3	
NAGLU	1	NAGLU	
CMPK1	1	CMPK1	
HMOX2	1	HMOX2	
LSM1	1	LSM1	
RAD51-AS1	1	RAD51-AS1	
PIKFYVE	1	PIKFYVE	
TPPP3	1	TPPP3	
TFIP11	1	TFIP11	
APBA2	1	APBA2	
MED9	1	MED9	
ZNF45	1	ZNF45	
PAAF1	1	PAAF1	
PARP3	1	PARP3	
AASDH	1	AASDH	
GAL3ST1	1	GAL3ST1	
ZNG1A	1	CBWD1	
CCNT2	1	CCNT2	
ZNF75D	1	ZNF75D	
FUT11	1	FUT11	
PMM1	1	PMM1	
ZNHIT6	1	ZNHIT6	
TUBB	1	TUBB	
NPAS3	1	NPAS3	
PFAS	1	PFAS	
JPH3	1	JPH3	
MRPL23	1	MRPL23	
PIEZO1	1	PIEZO1	
CENPT	1	CENPT	
FAM13C	1	FAM13C	
ZNF804A	1	ZNF804A	
PNPLA6	1	PNPLA6	
ARL6IP5	1	ARL6IP5	
PSMD10	1	PSMD10	
SREK1IP1	1	SREK1IP1	
ARMC2	1	ARMC2	
GAR1	1	GAR1	
ZNF786	1	ZNF786	
COPG1	1	COPG1	
NAB1	1	NAB1	
PPAN	1	PPAN	
PFKFB3	1	PFKFB3	
PLXND1	1	PLXND1	
SLC9B2	1	SLC9B2	
P3H4	1	P3H4	
PLCH2	1	PLCH2	
SDHA	1	SDHA	
ORAI2	1	ORAI2	
KIAA0408	1	KIAA0408	
PALM2AKAP2	1	PALM2-AKAP2	
DDX24	1	DDX24	
BRD8	1	BRD8	
CDKN2D	1	CDKN2D	
KLHDC8B	1	KLHDC8B	
PPP1R12C	1	PPP1R12C	
GAL3ST3	1	GAL3ST3	
LYSMD2	1	LYSMD2	
DDX50	1	DDX50	
PTPRD	1	PTPRD	
GOSR2	1	GOSR2	
PGAP1	1	PGAP1	
WEE1	1	WEE1	
SREK1	1	SREK1	
LRP11	1	LRP11	
SLC39A8	1	SLC39A8	
MYDGF	1	MYDGF	
MKLN1	1	MKLN1	
GCN1	1	GCN1	
DYNC1LI1	1	DYNC1LI1	
GOLGA6L9	1	GOLGA6L9	
PPP2R1A	1	PPP2R1A	
MINDY3	1	MINDY3	
AKAP11	1	AKAP11	
AZIN2	1	AZIN2	
GPATCH8	1	GPATCH8	
FST	1	FST	
NCOR1	1	NCOR1	
UBE2QL1	1	UBE2QL1	
MROH1	1	MROH1	
NFE2L1	1	NFE2L1	
ACVR2A	1	ACVR2A	
GSPT1	1	GSPT1	
PTPN9	1	PTPN9	
CEP97	1	CEP97	
FCHO2	1	FCHO2	
FBXO30	1	FBXO30	
KCMF1	1	KCMF1	
INPP1	1	INPP1	
CTTNBP2NL	1	CTTNBP2NL	
ANXA6	1	ANXA6	
CCDC66	1	CCDC66	
USP39	1	USP39	
ELOVL6	1	ELOVL6	
ZMYND19	1	ZMYND19	
CBX6	1	CBX6	
ZSWIM3	1	ZSWIM3	
AP3S2	1	AP3S2	
PYGO1	1	PYGO1	
PPFIA3	1	PPFIA3	
ZNF8	1	ZNF8	
GMEB1	1	GMEB1	
LCOR	1	LCOR	
RHOQ	1	RHOQ	
RAD21	1	RAD21	
NUDT17	1	NUDT17	
DUS2	1	DUS2	
HARS1	1	HARS	
FDX2	1	FDX2	
MFSD2A	1	MFSD2A	
KLHDC9	1	KLHDC9	
ANKRD42	1	ANKRD42	
TBRG4	1	TBRG4	
CLTA	1	CLTA	
AHR	1	AHR	
COX4I1	1	COX4I1	
CCDC82	1	CCDC82	
AGPAT4	1	AGPAT4	
DDR1	1	DDR1	
TUFT1	1	TUFT1	
BRF1	1	BRF1	
MLH3	1	MLH3	
FHIT	1	FHIT	
AMOT	1	AMOT	
BBS12	1	BBS12	
WASHC4	1	WASHC4	
ZMYM2	1	ZMYM2	
EIF2B1	1	EIF2B1	
SMCHD1	1	SMCHD1	
DCAF13	1	DCAF13	
THRAP3	1	THRAP3	
DYNLL1	1	DYNLL1	
FDXACB1	1	FDXACB1	
ANKRD23	1	ANKRD23	
SRCIN1	1	SRCIN1	
PPP1R9B	1	PPP1R9B	
TMEM178A	1	TMEM178A	
PTGES3L	1	PTGES3L	
FBXO42	1	FBXO42	
ATCAY	1	ATCAY	
TIMM10B	1	TIMM10B	
RNF11	1	RNF11	
UGGT2	1	UGGT2	
CEP57L1	1	CEP57L1	
ZNF415	1	ZNF415	
WSB2	1	WSB2	
ANAPC1	1	ANAPC1	
MARS2	1	MARS2	
TIFA	1	TIFA	
LINC01579	1	LINC01579	
GTF2A1	1	GTF2A1	
PPP1R3D	1	PPP1R3D	
ATOX1	1	ATOX1	
IMPA1	1	IMPA1	
KRBOX4	1	KRBOX4	
FAT2	1	FAT2	
TUBB3	1	TUBB3	
GALNT9	1	GALNT9	
SLC35B4	1	SLC35B4	
ABCF1	1	ABCF1	
ATP6V1E1	1	ATP6V1E1	
CDC16	1	CDC16	
TMEM225B	1	TMEM225B	
RBL2	1	RBL2	
PPP1R12B	1	PPP1R12B	
LINC01948	1	LINC01948	
CHCHD7	1	CHCHD7	
GPR137C	1	GPR137C	
CLCC1	1	CLCC1	
ZNF251	1	ZNF251	
FBXW2	1	FBXW2	
KATNA1	1	KATNA1	
KIF5B	1	KIF5B	
NUDCD1	1	NUDCD1	
MAP3K2	1	MAP3K2	
ZNF770	1	ZNF770	
MRPL27	1	MRPL27	
PHIP	1	PHIP	
CHML	1	CHML	
PSMC6	1	PSMC6	
DRAP1	1	DRAP1	
MIR4458HG	1	MIR4458HG	
IRX1	1	IRX1	
UBAP2	1	UBAP2	
COX16	1	COX16	
SALL1	1	SALL1	
SH3D19	1	SH3D19	
VPS35L	1	VPS35L	
NEXMIF	1	NEXMIF	
TOX2	1	TOX2	
MAN1A1	1	MAN1A1	
GHRH	1	GHRH	
RPP30	1	RPP30	
KCND3	1	KCND3	
HIVEP3	1	HIVEP3	
SLC25A28	1	SLC25A28	
SMARCA4	1	SMARCA4	
TUT4	1	TUT4	
PRRG1	1	PRRG1	
ZNF407	1	ZNF407	
DCAF8	1	DCAF8	
CFAP97	1	CFAP97	
RAB3D	1	RAB3D	
SLC25A36	1	SLC25A36	
ZBTB46	1	ZBTB46	
UBE2F	1	UBE2F	
CASZ1	1	CASZ1	
DAXX	1	DAXX	
TEX2	1	TEX2	
